source_record_id,n_extractions,books,title,drugs_conflict,symptoms_conflict,syndrome_conflict,op_related_conflict,relevance_conflict,first_not_highest_quality,first_has_no_drug_but_others_do,union_herbs
3523df0cab3811e64c3e3d9ea776a1ab,3,证治准绳,故《下经》曰：肉痿者，得之湿地也。又曰：脾热者，色黄而肉蠕动。宜苍、白术，二陈，,True,True,False,False,False,False,False,二陈;二陈汤;加味四斤丸;牛膝丸;白术;苍术;金刚丸;霞天膏
358817077819f3e14a8a4d582a895099,2,奉时旨要,《经》云：五穀之精液，和合而为膏者，内渗于骨空，补益脑髓，而下流于阴股。阴阳不和,False,False,True,False,True,True,False,
35eecc3fa581f318daf36ff95978a73b,2,全体病源类纂,沉氏曰：骨之撑架于身者，犹梁柱之于屋；然屋非梁柱不坚竖，人非骨骼不支持。《经》言,False,False,True,False,False,False,False,虎潜丸
367318d7dd2071211ab29ba9c07b0e97,3,黄帝内经太素,有所远行劳倦，而逢大热而渴，渴则阳明气内代，则热合于肾，肾者水脏也，今水者不胜火,True,True,False,False,False,True,False,归脾汤
370844f66e7fb8bddd3aed43017c9b50,2,素问经注节解,大骨枯愿，大肉陷下，肩髓内消，动作益衰，真脏未见，期一岁死。见其真脏，乃予之期日,False,False,False,False,False,True,False,
37518a7192285bf7d3baf1a926ef5037,11,任应秋讲黄帝内经素问,【提要】论刺骨痹之法。,False,True,True,True,False,False,False,
3762d8e56ef337bf26fae9d31b2ecbf5,2,脾胃论,《刺志论》云：气虚身热，得之伤暑，热伤气故也。《痿论》云：有所远行劳倦，逢大热而,False,True,False,False,False,True,False,清暑益气汤
37a173ddeffea1e9ae1de8786d35bc85,3,袖珍方,治肾经虚败，遂成骨痿，腰脚难举，日加困乏。,True,True,False,False,False,True,False,起痿丹
382e4447586baeea6af5791abb943e4d,11,读素问钞,内伐则热舍于肾肾水脏也今水不胜火则骨枯而髓虚故足不任身发为骨痿。（以热舍于肾中。,True,True,False,False,False,False,True,六味丸;知柏八味丸;补阴丸
386ccf93f22534c4841aa8a6b356ec44,3,奇效良方,治肾脏中风寒湿成骨痹，腰脊疼痛，不得俯仰，两脚冷 痹，缓弱不遂，头昏耳聋，语音混,True,True,False,False,True,False,True,熟干地黄丸;附子独活汤
388385d838fd0ca54242feb706dfd79f,21,素问释义,肾气热，则腰脊不举，骨枯而髓减，发为骨痿。,True,True,False,False,False,False,False,二妙散;杜仲;温肾散;滋阴降火汤;苁蓉;菟丝;菟丝子;萆薢;虎潜丸;虎骨散;金刚丸
38cc1f9f32a1c734c0d223625f715a4a,52,兰台轨范,五损损于骨骨痿不能起于床,True,True,True,False,True,True,True,六味地黄汤;吉林参;地骨皮;天冬;天花粉;杜仲;沙虫干;牛膝丸;玄参;甘露饮加减;田鸡油;知母;石斛;苁蓉;菟丝子;萆薢;金刚丸;阿胶;鹿角胶;麦门冬;黄柏;黄芩;黄芪建中汤
395587b16a4efbd2a4892df22e7f915c,6,普济方（四库本301-360卷）,治脑骨破及骨折,True,True,True,False,False,False,False,定痛方;葱白;蜜
39d778cbea023e6718a831c28e7acae6,2,黄帝内经太素,劳倦逢于大热，渴则阳明内代者，阳明主谷，其气热盛，复有外热来加，阳明之脉内即代绝,False,True,False,False,False,False,False,
39f87c6394095d203ccfcecd4721f704,3,扁鹊神应针灸玉龙经,大小骨空真妙穴，灸之七壮病除根。,False,False,True,False,True,True,False,
3a4932b09a6300256a326a3c21e3d12e,10,袖珍方,治打扑闪肭，筋断骨折，挛急疼痛，不能屈伸。,True,True,True,True,False,True,True,乳香;川乌生;川芎;当归;没药;没药降圣丹;生地黄;白芍药;自然铜;骨碎补
3a52978cd242991f14885373ac15876c,2,古今图书集成医部全录,有所远行劳倦，逢大热而渴，渴则阳气内伐，内伐则热舍于肾。肾者，水脏也。今水不胜火,False,False,False,False,False,False,False,
3a6a68617dd3dc6791d6780af15324b3,2,"古今图书集成医部全录010（303-358,内科、伤寒）",按《难经》上损下损之说，其义极精，然有未尽者，犹宜悉也。盖凡思虑劳倦外感等证则伤,False,False,True,False,False,False,False,
3afd90cc5f0552dfbe62157f4666f0c1,3,顾松园医镜,〕胆，足少阳也。是动则病口苦，〔胆病则汁溢，故口苦，〕善太息，〔胆郁则不舒，故太,False,True,True,False,False,True,False,
3aff2da6cc742d9de13fd74e1d08b394,2,急救仙方（道藏本）,洗药，治男子、妇人骨断，用此煎水洗后整骨了，却用乌龙角贴。,True,True,True,False,False,False,False,乌龙角;仙正散洗药
3b68e07b4b7e33afcdaa9c3d7f738714,2,普济方（四库本1-60卷）,芍药汤【出千金方】治骨极骨髓中疼,False,True,False,True,True,False,False,三黄汤
3b7bd70948d10db394f34731e49b2924,2,证治准绳,茹黄门卒中风病，发时服药，泄出恶脓四升，赤黄水一升，一肉虫如乱发，愈。李知府妻杨,False,False,True,False,False,False,False,
3b8a92fcc5386bcf76d8c25fcb582e95,2,古今图书集成医部全录,凡骨碎断或未碎断，但皮破损肉者，先用补肌散填满疮口，次用散血膏敷贴。如骨折，要接,True,False,True,False,False,False,False,定痛膏;封口药;接骨膏;散血膏;枫香;童便;补肉膏;补肌散;金沸草
3bb4d1c5fb658787ee279fe53d30f910,3,"古今图书集成医部全录006（122-150,头面耳）",肾主骨之精，为瞳子散大者，因肾水虚骨枯，而心包络之火得以乘之也。,True,False,False,False,False,False,True,滋阴地黄丸
3c3837a3c60b4108812ed5c463b2776d,6,千金要方（四库本）,治折骨断筋方,True,True,True,True,False,False,True,水蛭;活血丹;生鱼;生鳖;竹沥;钴铜末
3d01c067f17831ee322bac1740e14b55,2,赤水元珠（四库本）,东垣曰大抵寒湿多而风热少然有房室劳伤肾虚腰痛者是阳气虚弱不能运动故也经曰腰者肾之,False,False,True,False,False,False,False,六味地黄丸;凤髄丹;滋肾丸;肾气丸;茴香丸
3e46cba7c563ca453bdc8fabbb29a46a,2,奇效良方,治膀胱肾冷，坐起欲倒，目 ，气不足，骨痿。,True,True,False,False,False,False,False,龙骨丸
3e5a74421e884a3848541a8fd145b38b,22,奇效良方,治肾损骨痿，不能起于床，宜服此益精。,True,True,True,False,False,True,True,保阴六味;大黄虫丸;牛膝丸;猪腰子;薯蓣丸
3ebd048c4f7cdb6e14fa1f8ccba0e41a,2,经穴汇解,大骨空 手大指第二节前。尖上。屈指当骨节中。灸二七壮。主治内障久痛。及吐泻。（类,False,False,True,False,True,False,False,
3ed0d000e045867f1137ec0519731fac,3,针灸甲乙经校注,〔1〕次窌　穴为腰尻骨两傍四骨空之第二空，故名次窌。,False,False,False,False,False,True,False,
3f24f70661b72cde48bbf53548cca477,3,类经,精伤则骨 痿厥，精时自下。<em>（藏象九。）</em>,False,True,True,False,True,False,False,
3fb7a47db87eb2ce0294292590f0d2c3,2,古今图书集成医部全录009（211-302）,痿者，手足痿软而无力，百节缓纵而不收也。圣人以痿病在诸证为切要，故特着篇目，分五,False,False,False,False,False,False,False,
402276a92ff3c95add2c7b055eddd5a6,3,黄帝内经素问补注释文（道藏本）,有所远行劳倦，逢大热而渴，渴则阳气内伐，内伐则热舍于肾，肾者水藏也，今水不胜火，,True,True,False,False,False,False,False,清暑益气汤
40308dbe777ae2106d36beaa4da37aef,5,黄帝内经太素,五曰输刺，输刺者，直入直出，深内之至骨，以取骨痹，此肾之应也。,False,True,True,True,False,False,False,
41632aa979188015b64729bef5c3d42d,4,救伤秘旨,凡损伤骨断皮破者，药用水煎。皮不破者，药用酒煎。必加童便，以活瘀血。,True,False,False,False,False,False,False,乳香;没药;滑石;生油;童便;肉桂;良姜;葱汁;象皮
419cb89c9dbae3d57c5f88465d00e5b5,2,程氏易简方论,治骨极，腰脊酸痛，齿痛，手足烦疼，不欲行动等症。,False,True,True,False,True,False,False,
42cee89fbfbb5a5795cd47068ee8cab7,3,素问识,吴云：空。孔同。骨空。髓空也。马云：骨必有空。空。即穴也。故名篇。,False,False,True,False,False,False,False,
43567d57f47c603b9427e673b4f773d2,2,冉雪峰内经讲义,4.骨空易髓，义颇精透，扁骨无孔，其髓气髓质，由何处出入，能实指之否。,False,False,False,False,False,False,False,
43855c33e6bf0970623b42e7dc6ddbe9,2,针灸甲乙经校注,〔6〕发为骨痿　《太素》注：“肾在腰中，所以肾气热，腰脊不举，骨干，热煎髓减，故,False,False,True,False,False,False,False,
43a931b34e608b721da3bbbd1bcc2be8,3,沈氏尊生书,筋也者，所以束节络骨，绊肉弸皮，为一身之关纽，利全体之运动者也。其主则属于肝，故,True,True,True,False,True,False,False,二妙散;温肾散;滋阴降火汤;虎潜丸;虎骨散;补骨脂
43cf00a7002ebb1069de2daf861fed24,2,黄帝内经素问补注释文（道藏本）,肾气热，则腰脊不举，骨枯而髓臧，发为骨痿。,False,False,False,False,False,True,False,
446ea2b6e0522072e1a511db0c22115e,2,古今图书集成医部全录,【 注  身寒而汤火不能热，厚衣不能温者，太阳气衰而寒在表也。不冻栗者，二阳火热,False,False,False,False,False,False,False,
453bd80d3fdd258f57a8cf3b6cfc14d4,2,针灸甲乙经,黄帝问曰：肠胃受谷，上焦出气，以温分肉，以养骨节，通腠理。中焦出气如雾，上注溪谷,False,True,True,False,True,False,False,
4553b6c6bf20aa0ca09bb7136de1302c,2,脉确,关主中宫胀不舒。（血虚肝郁则胀、脾胃虚。中气不足亦胀。）潮热骨蒸痿候尺。（阳气终,False,False,False,False,False,True,False,
4557bef122fc9bff3fe38ba670067b07,11,不居集,《五癃津液别》篇曰：五谷之精液，和合而为膏者，内渗入于骨空，补益脑髓，而下流于阴,False,True,True,False,True,True,False,
4569823acf87ecf299c6a3ae5d70b230,4,玉机辨症,东垣曰：房室劳伤，肾虚腰痛者，是阳气虚弱，不能运动故也。阳之不足宜补阳。如膏粱之,True,True,True,False,False,False,True,六味地黄丸;封髓丹;温肾丸;肾气丸;鹿茸茴香丸
45f8f0a0b6431d804ffc8341f6958bf2,4,勿听子俗解八十一难经,然。足少阴气绝，即骨枯，少阴者，冬脉也，伏行而濡于骨髓。故骨髓不濡，即肉不着骨；,False,True,False,False,False,True,False,
46060bf92e461c84b7aa36a1f6f5d578,20,医述,<span style='font-weight:bold;'>骨痹,True,True,True,True,True,True,True,三痹汤;乌药顺气散;五物汤;五痹汤;加味五痹汤;升麻汤;增味五痹汤;天麻丸;奇效人参散;川芎茯苓汤;当归汤;独活散;紫苏子汤;羚羊角汤;茯苓汤;蠲痹汤;行湿流气散;防风汤;附子汤
4665ea6d8a581b0608a302a983d5de39,8,古今图书集成医部全录,【 王冰曰：内销骨髓，外破大腘，热过故致是。若留于骨节之间，津液所凑之处，则骨节,True,False,True,False,True,False,True,附子
46d637a718a5d49cdab9b7f80b070c72,2,普济方（四库本61-120卷）,独活散【出圣惠方】　治腲腿风肌骨虚满四肢不收骨节疼痛腰脚缓弱无力,True,False,False,False,False,False,False,牛膝;独活;独活散;薏苡仁;赤茯苓;防风;附子;麻黄
48bd220ecbf258430422ae8adec15eb5,2,素问悬解,有所远行劳倦，途大热而燥渴，渴则阳气燔蒸而内伐，内伐则热气舍于肾部。肾者水脏也，,False,False,False,False,False,False,False,
496d6e6920c343fa1b51156a37a60764,2,古今名医验方秘方,钱峻：接骨仙方，治骨断粉碎者。,True,True,False,False,False,False,False,五加皮;接骨仙方;雄鸡
4a7034090afc074ce5499a40c5c752b9,5,内经博议,五脏痿症。自肺热叶焦皮薄着而下。有脉痿肉痿筋痿骨痿之不一。脉痿者。心气热则脉下厥,True,True,False,False,False,True,False,肾着汤
4aa82c987d72be838130f7a1cf1e3023,2,赤水玄珠（标点本）,东垣曰：大抵寒湿多而风热少，然有房室劳伤，肾虚腰痛者，是阳气虚弱，不能运动故也。,False,False,False,False,False,False,False,六味地黄丸;凤髓丹;滋肾丸;肾气丸;茴香丸
4ae285d59794cb843cfc0be4f4f93ba4,2,黄帝内经素问集注,此三者。血行而不得反其空。故为痹厥也。（空、骨空也。骨空者。节之交三百六十五穴会,False,True,True,False,False,True,False,
4bc1cef6d09978bebd506e42425f3ae0,4,喻选古方试验,打跌骨折　酒调白芨末二钱服，其功不减自然铜。古铢钱也。（《永类方》）,True,False,True,False,False,True,False,古铢钱;川乌头;白及;白芨;石膏;自然铜
4cdc7515412eeb76b2ee66b94feffa56,10,"古今图书集成医部全录011（359-380,外科）",虚邪之中人也，洒淅动形，起毫毛而发腠理，其入深，内搏于骨则为骨痹，搏于筋则为筋挛,False,True,True,True,False,False,False,
4ce4736124f8e6cbccef775896b30f72,2,古今图书集成医部全录,金刚丸  治肾损骨痿，不能起于床，宜益精。,False,True,False,False,False,False,False,金刚丸
4d1ec9ac5ca3f571c8fee507c20ea896,15,圣济总录,治积气不散，结伏贲豚，发即上冲心胸，令人喘逆，骨痿少气，木香槟榔散方,True,True,True,False,True,True,True,东垣奔豚丸;木香槟榔散;桂枝独活汤
4d31244f0176156d1e6daf3054ca1560,2,针灸甲乙经,曰：人身非衣寒也，中非有寒气也，寒从中生者何？曰：是人多痹，阳气少而阴气多，故身,False,False,True,True,False,False,False,
4d345c4efc99b4b83cace65d7752c2ee,7,黄帝内经太素,太阴有余病骨痹身重，,False,True,True,True,False,True,False,
4d6685b156500dd4b121e24101ab6db6,2,素问绍识,体重烦冤先兄曰。吴云。肝主筋。筋缓则不能收持。肾主骨。骨痿则艰于举动。脾主四肢。,False,False,True,False,False,True,False,
4e94c15576787bc7ef762d6af4269b45,2,针灸甲乙经校注,手之阴阳，其受气之道近，其气之来也疾〔1〕，其刺深皆无过二分，留皆无过一呼〔2〕,False,False,False,False,False,False,False,
4ed4b9cb518414dfe19c94949cbcb04b,2,"古今图书集成医部全录010（303-358,内科、伤寒）",肾积发于小腹，奔上至心，上下无时，如奔豚走，饥见饱减，小腹急，腰痛口干，目昏骨冷,True,False,False,False,False,True,False,大七气汤;桂;炒楝子肉;茴香
4f0981ef10061ef521b081755f797b0b,2,针灸大成,《铜人针灸图》三卷，宋仁宗诏王维德考次针灸之法，铸铜人为式，分腑脏十二经，旁注俞,False,False,False,False,True,False,False,
4ff7cfb47b2230df643d8c27e6446330,2,本草乘雅半偈,客曰∶人身以九窍为门，越人别立七冲为衢，大戟惟堪下泄，何有疆界门户？答曰∶九窍者,True,False,False,False,False,False,True,大戟
517e06d4e2aa6264dac57182117a357b,3,济世全书,一厘金　治打跌骨折如神。（孙督方）,True,True,True,True,False,False,False,白及;白芨
51a2c3ab4e2beb619a4a6ac416f9ed08,2,本草易读,骨折头破（葱二百二十一，验方二十三。）,True,True,False,False,False,False,True,葱白;蜜
531e49278f6439846dc5d763688b43b7,2,古今图书集成医部全录009（211-302）,有无故口眼喎斜，投以中风药剂不效，盖缘骨虚中受风所致，当于此求之，不可例作寻常中,False,False,False,False,True,False,False,川乌
5323d702a8aed3ea44268e55e6855316,3,黄帝素问直解,尻骨空，在髀骨之后，相去四寸。,False,False,True,True,True,False,False,
53761463382e4f75beaaf30517f67c87,2,古今图书集成医部全录,积寒留舍，荣卫不居，卷肉缩筋，肋肘不得伸，内为骨痹，外为不仁，命曰不足，大寒流于,False,False,False,False,False,True,False,
5457628444f71b162c3e9de26e439d46,2,古今图书集成医部全录,【 马莳曰：此言五脏各有所合，故五脏热则其所合者，有皮毛焦而为痿躄，有脉痿，有筋,False,True,False,False,False,False,False,
5498838607c0691d701b8e7588333bab,4,证治准绳,每服五七十丸，食前温酒、白汤任下。（以上俱用下药，实者宜之。）腰胯连脚膝晓夜疼痛,True,True,False,False,False,True,False,六味丸;六味地黄丸;封髓丹;杜仲酒;滋肾丸;独活寄生汤;肾气丸;虎骨散;补阴丸;补骨脂丸
551f0a831089a87ae68602317ef2a3d6,2,"古今图书集成医部全录003（47-68,灵枢）",【 王子方曰：风伤气，寒伤神，湿伤精。盖风伤卫，寒伤营，而寒水之气，又伤心火也。,False,False,False,False,False,False,False,
5537b28ca91a8ae96d8ba63668fe49ee,2,彤园医书（外科）,生膝盖下左右两骨空陷之中，名鬼眼穴，四穴皆同，由下焦素虚、外邪乘入，先从膝眼隐隐,True,False,False,False,False,False,True,万灵丹;独活寄生汤;雷火神针
560749d0abe6559465a97495e747092e,27,古今图书集成医部全录009（211-302）,肾气热则腰脊不举，骨枯而髓减，发为骨痿。,True,True,True,False,False,False,True,大建中汤;清神甘露丸
562ffbf680f327f26da7837fdce1fcb2,3,望诊遵经,闻之精神者。天之分。骨骸者。地之分。属天者。清而散。属地者。浊而聚。是故阳化气。,False,True,False,False,True,True,False,
5632f1bf86685f6b8a2d34b709de245e,2,证治汇补,胃病则气短精神少而生大热。有时显火上行。独燎其面。脾病则怠惰嗜卧。四肢不收。肠鸣,True,True,False,False,False,False,True,五苓散;四君子汤;平胃散;黄耆建中汤
56a16ffc738116bf5dbb5e305c334cc2,2,圣济总录,治腕伤骨折。青金散方,True,True,False,False,False,False,False,丁香;虎胫骨;青金散;鲮鲤甲;麝香;龙脑
5708706ef48ca99d2caf94c5c8015f3e,2,备急千金要方,论曰：骨极者，主肾也。肾应骨，骨与肾合。又曰：以冬遇病为骨痹，骨痹不已，复感于邪,False,False,False,False,False,False,False,
57aef7d7a5796bd7a60b09a6440bccdd,2,圣济总录纂要,酸枣仁散方　治骨极肾虚，脚膝骨髓酸痛。,True,False,True,False,False,False,False,杜仲;熟干地黄;虎胫骨;酸枣仁;酸枣仁散
57d06b4bcc8625b7c689c81882743776,3,"古今图书集成医部全录002（1-46,素问）",【 王冰曰：内销骨髓，外破大腘，热过故致是。若留于骨节之间，津液所凑之处，则骨节,False,True,False,False,True,True,False,
580006d757bb09959ba99e5b18642aba,7,古今图书集成医部全录009（211-302）,骨痿,True,True,True,False,False,True,True,巴防天丸;补骨脂丸;龙骨丸
5824a33240aad2da29dfa59405face7d,2,古今图书集成医部全录,骨痹者，乃嗜欲不节，伤于肾也。气内消则不能关禁，不能关禁则中上俱乱，中上乱则三焦,False,True,False,False,False,False,False,
584d5d108b43989e7eec738f0d420e5a,3,玉机辨症,东垣曰：脾胃虚弱，必上焦之气不足，遇夏天热盛，损伤元气，怠惰嗜卧，四肢不收，精神,True,True,False,False,False,False,False,清暑益气汤
591046d8ce35c46e80891c44b87e2b8c,3,赤水元珠（四库本）,金刚丸　肾损骨痿不能起床,True,True,True,False,False,False,False,牛膝丸;金刚丸
5989d0fb873f197ae20cbaa7b97b4f7c,12,古今图书集成医部全录009（211-302）,骨空,True,True,True,True,True,True,True,艾
59936348c19a4edc1e46bf260fb630c5,2,杂病源流犀烛,筋骨皮肉毛发病源流筋也者，所以束节络骨，绊肉  皮，为一身之关纽，利全体之运动者,True,True,False,False,True,False,False,二妙散;温肾散;滋阴降火汤;虎兞鸜;虎骨散;补骨脂
59974c0dc50b3fbbd12514cd3dea6be9,2,伏气解,《痿论》曰：肾气热则腰脊不举，骨枯而髓减，发为骨痿。有所远行劳倦，逢大热而渴，渴,False,False,False,False,False,True,False,
5a6b6ffb3811b1921a1eb1e451c74f2a,2,古今图书集成医部全录009（211-302）,风寒湿三气杂至，合而为痹也。以冬遇此者为骨痹。骨痹不已，复感于邪，内舍于肾。肾痹,False,False,True,False,False,False,False,
5b4b4074729804956dbe9bee61d6720f,2,医灯续焰,此言远行劳倦，逢热而渴。渴则内热殊甚。内热甚，则乘其虚者而迫之。远行劳倦，则肾气,False,True,False,False,False,True,False,
5be0c667c37c5847353d34c9fccf4169,2,"古今图书集成医部全录002（1-46,素问）",【 马莳曰：此言治痿之有法也。盖筋脉骨肉，各以其时而有受病之月，如肝受病于春为筋,False,False,False,False,False,False,False,
5bfb7b489cdb4fcf37422c90299addaa,2,普济方（四库本1-60卷）,帝曰夫子言虚实者有十生于五脏五脉耳夫十二经脉皆生其病【注曰甲乙经曰皆生百病素问】,False,True,False,False,False,False,False,
5c7fecd81d0479f407ed9a9f3bd0b253,48,伤燥论,嗌干　嗜卧　舌干口燥　寝汗出　憎风　骨痿不能起于床　发堕,True,True,True,False,False,False,False,八味丸;六味丸;加减八味丸;左归丸;煨肾丸;牛膝丸;益精金刚丸;金刚丸;金匮丸;黄芪建中汤
5d2b7b4439570ad772e6dd719357122d,2,杂病心法要诀,虚损为六极之证：一，数转筋，十指爪甲痛，筋极也。一、牙齿动，手足痛，不能久立，骨,False,False,True,True,True,False,False,
5dfc37fb8bd30369e49ceede2161cbda,2,古今图书集成医部全录,郾城梁贾人，年六十余。忽晓起梳发，觉左手指麻，斯须半臂麻，又一臂麻，斯须头一半麻,False,True,False,True,False,True,False,
5eabc2ef75f533471c9ee76e597659b5,2,古今图书集成医部全录,骨虚者，酸疼不安，好倦；骨实者，苦烦热。凡骨虚实之应，主于肾膀胱。若其腑脏有病，,False,True,False,False,False,False,False,
5edfd7e86f0f32d29fe7edb796c0a142,2,针灸甲乙经,邪之入于身也深，其寒与热相搏，久留而内着，寒胜其热则骨疼肉枯，热胜其寒则烂肉腐肌,False,False,True,True,True,False,False,
5f2f91d53dfa831a39dee409174160fb,2,"古今图书集成医部全录003（47-68,灵枢）",【 张志聪曰：此言精液之为髓也。夫肾主藏精而主骨，和合而高者，五谷之液与肾脏之精,False,False,False,False,False,False,False,
5f6c2b2bad13cf259189cbd613bcdeea,7,急救广生集,骨折肿痛 狗骨烧研，热醋调涂。（《敬修斋方》）,True,True,True,True,False,True,False,乳香;五灵脂;川芎;当归;没药;狗骨;白芨;赤芍;香油
5f704549126c82fad9ca11205ede595b,4,古今图书集成医部全录,骨痹举节不用而痛，汗注烦心，取三阳之经补之。,False,False,True,False,False,True,False,
6007d59aab969c446bc3372b3cde8b27,6,针灸经络腧穴歌诀白话解,大小骨空皆妙穴，多加艾火疾应痊。,False,True,True,False,True,False,False,
602c053e044d1e73c95c90e33637cf7f,2,类经,黄帝问曰：痹之安生？岐伯对曰：风寒湿三气杂至，合而为痹也。<em>（痹者，闭也。,False,True,False,False,False,False,False,
604360e5b25313309e6bed11a6b2230f,2,普济方·针灸,京门（肾募也。一名气府。一名气俞。在监骨腰中季肋。本侠脊灸三壮。主 。反折腰痛。,False,False,True,False,False,False,False,
6053dd44bbce8b064eef00473349d0e2,2,读素问钞,大骨枯愿大肉陷下。（皮肤干着骨间肉陷也诸附骨际及空窍处亦同其类。）,False,True,False,False,False,False,False,
606df09a14e760ca66230213083fff00,2,古今图书集成医部全录009（211-302）,牛膝丸 【 《保命集》】 　治肝肾损骨痿，不能起于床，筋弱不能收持，宜益精缓中。,False,False,False,False,False,False,False,牛膝丸
61414818ffa471f46167ec40488ff707,6,回生集,<span style='font-weight:bold;'>骨痿,True,True,True,False,False,True,True,三黄;巴戟天丸;木通;玄参;生地;苍术;茯苓;葛根;起废汤;郁李仁;防风
619ced37b88b65681d78ea99deaffdb6,2,古今图书集成医部全录,大骨枯藁，大肉陷下，胷中气满，喘息不便，内痛引肩项，期一月死。真脏见，乃予之期日,False,True,False,False,False,False,False,
61bdea73b93e375cbaccfec1a36cf013,2,黄帝内经灵枢白话解,【白话解】虚邪贼风中伤人体，使人萧索寒栗，毫毛竖起，肌腠疏缓开泄，因此易于深陷。,False,False,False,False,True,False,False,
62853ef897bc1b05f05eb380a3fbbe69,4,外科证治全生集,<b>跌打骨断</b>,False,True,True,False,False,False,False,
63731160efec091ee82124f59e047b32,2,古今图书集成医部全录009（211-302）,【 注　四之加临客气，乃太阳寒水，主气乃太阴湿土，故寒凝于外，火郁于内，而病骨痿,False,False,False,False,False,False,False,
64c4187bca997d338df7b981e256bef2,2,圣济总录纂要,补骨脂汤　治骨虚酸疼，多倦不能久立。,True,True,False,False,True,False,False,补骨脂汤
6527b3854967a21bbe108cb6f07882d9,6,严氏济生方,治骨虚极，面肿垢黑，脊痛不能久立，气衰发落齿槁，腰脊痛，甚则喜唾。,True,True,True,False,True,False,False,牛膝;鹿角;鹿角丸
6568ad1b8f79b48b1eb609e0626f0794,3,一见能医,六极者：尽力谋虑，劳伤乎肝，应乎筋极；曲运神机，劳伤乎心，应乎脉极。意外过思，劳,False,True,True,False,False,False,False,
664658b6d49873500309c1ec6313446c,3,古今图书集成医部全录,肾主骨之精，为瞳子散大者，因肾水虚骨枯，而心包络之火得以乘之也。,True,True,False,False,False,False,False,清热地黄汤;滋阴地黄丸
6668446c427c659aedc0e030739c35ba,2,"古今图书集成医部全录010（303-358,内科、伤寒）",虚劳之证，《金匮》叙于血痹之下，可见劳则必劳其精血也。营血伤则内热起，五心常热，,True,True,False,False,False,False,False,复脉汤;建中汤
6680b597cb551eae4739451ec27e2eda,11,冯氏锦囊秘录,肾损骨痿，不能起床。,True,True,True,True,False,False,True,煨肾丸;牛膝丸;猪肾;金刚丸
6750942587b444a0550b60e87d467e77,2,古今图书集成医部全录,【 注  脉气散于皮毛，复从太阴所主之肉，少阳所主之筋，太阳所主之骨而内通于五脏,False,False,True,False,False,False,False,
67807d8aa36f521a61e6adac3f7ddca7,3,不居集,徐东皋云：腰者，肾之外候，一身所持，以转移、开合者也。盖诸脉皆贯于肾，而络于腰脊,True,True,False,False,False,False,False,六味地黄丸;封髓丸;滋肾丸;肾气丸;茴香丸;补肾丸;补肾汤
67e5638952bb792f4a636ba207fa48ec,2,伤寒温疫条辨,大头者，天行疵疠之杂气，人感受之，壅遏上焦，直犯清道，发之为大头温也。世皆谓风寒,True,True,False,False,True,False,True,升降散;大黄;姜黄;白僵蚕;蝉蜕;马齿苋
68de8fac6ae692d92809d36e06967db9,2,神农本草经疏,疏：矾石味酸，气寒而无毒。其性燥急，收涩解毒，除热坠浊。盖寒热泄痢，皆湿热所为；,False,False,True,False,False,False,False,矾石
6943d4c97fcdf414daca6445bbc1fd76,3,普济方（四库本301-360卷）,蒲黄散　治骨折筋伤恶血攻心烦闷,True,False,True,False,False,False,False,川芎;当归;桂心;白芷;细辛;蒲黄;蒲黄散;蒲黄散方
695ebd80b73fa7814f40c46e9fe7b884,2,普济方（四库本1-60卷）,洁古云洪尺由阴不及阳也从下至上先损肾肝故小便赤涩骨痿筋缓云岐曰主脉沉客脉洪沉洪相,False,False,True,False,False,False,False,
69c31de0bca5a497a4757b32acb634e8,4,不居集,王海藏云：凡病人骨痿肉燥，筋缓血枯，皮聚毛落，阴不足而有热疾，是谓虚热。,True,True,False,False,False,True,True,人参地骨皮散;四顺饮子;地骨皮散;柴胡饮子;桃仁承气汤;清凉饮子;牵牛;白虎汤;羌活冲和汤;补中益气汤加芍药、黄柏;调胃承气汤;防己;黄连解毒汤
6a546368a64e869bcca4eb5f80c6a04c,2,普济方（四库本181-240卷）,虚劳者五劳六极七伤是也五劳者一曰志劳二曰思劳三曰心劳四曰忧劳五曰痩劳又有五劳肺劳,True,False,False,False,False,False,False,人参黄耆散;加减五苓散;地黄;当归;当归地黄黄耆芍药;当归饮子;木香三棱丸;犀角散;芍药;通解丸;黄耆
6b04050e8f41635ef9168e32d49b0b93,5,永类钤方,【病证】肾伤骨极。虚则面肿垢黑，脊痛气衰，毛发枯稿；实则面焦耳鸣，小便不通，手足,True,True,True,False,False,True,True,玄参汤;磁石丸;鹿角丸
6b46a1e50149dc196a71426cf6ff2345,2,"古今图书集成医部全录002（1-46,素问）",帝曰：六气之复何如？岐伯曰：悉乎哉问也！厥阴之腹，少腹坚满，里急暴痛，偃木飞沙，,False,False,True,False,False,False,False,
6c0d6f83faea1d40e711cb97219e807f,20,古今医统大全,经曰：肺热叶焦，五脏因而受之，发为痿 。心气热，则生脉痿，枢折挈，胫纵而不任地也,True,True,True,False,False,True,True,柏皮;清暑益气汤
6cf06dbea7f2627f45773e7e19c534be,3,证治准绳·杂病,其为病也，惊痰则成心包痛，颠疾。热痰则成烦躁，头风，烂眼燥结，怔忡懊 ，惊眩。风,False,False,True,False,False,False,False,
6dcd8489d0cbf1c3368186f819f54df1,2,黄帝内经素问集注,髓空在脑后三分。在颅际锐骨之下。一在龈基下。一在项后中复骨下。一在脊骨上空。在风,False,False,False,False,False,False,False,
